,UserID,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,ordered
31482,1715-64860723-1715-4567-917c-515774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
178081,6016-9772b174-6016-43b9-9003-964337,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
389649,0902-28389531-0902-467b-bb1b-340462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
302486,36ba-59106772-36ba-4619-865a-639669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
360052,a139-3387da14-a139-4983-90d6-623722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
209718,9ba4-86a0737a-9ba4-4759-9256-786811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
189316,5467-9735a0c2-5467-41e8-9727-453861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
277483,b2ca-1ed5b5b0-b2ca-40a6-99b5-661947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
216034,3b98-8a34d633-3b98-40ba-9771-601606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
374691,013d-2dcd8651-013d-4dc7-b089-338362,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
260956,7563-6b8a6767-7563-4d67-96d6-258350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
342587,6232-45c18964-6232-4702-b475-619010,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
190380,923d-97d3c492-923d-4981-a26d-72259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
409688,7230-17470676-7230-4798-bd67-178233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
79294,d573-d77b5b76-d573-b171-9467-186345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
203971,5b10-91785902-5b10-43c2-b626-665756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
148770,6a63-aa60730b-6a63-4cd4-8529-454629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
39468,c854-7b078bc0-c854-4a2b-b598-474388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
176602,46d2-9707a700-46d2-43d3-a453-575221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
150731,2cb1-ab8677a0-2cb1-43d7-9c87-661571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
196395,4a04-8d2d0c73-4a04-4c63-91eb-397202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384429,76b1-2546276b-76b1-48bd-b01e-675994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
414159,a1eb-19cdcc73-a1eb-4b13-9578-612903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82990,6b34-cb97a26d-6b34-48d7-913a-315349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
248467,77c0-72838a76-77c0-4b81-b0a0-487260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71238,3287-d2756dd3-3287-48bd-bc4b-12038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
319075,a737-46921e4a-a737-4726-817a-56325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
202716,1394-90c95a27-1394-40dc-9a74-449216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
324696,0aab-49b3069d-0aab-4075-919b-991551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
215421,79a4-89d676a8-79a4-40ac-87a2-497681,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
68153,7707-d621e76d-7707-4dav-b686-86859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
176994,1e12-974381e6-1e12-4278-a340-524741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
135856,8a62-b11c4360-8a62-45b9-a767-862370,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
170044,d818-9a549b63-d818-4b64-80a6-998353,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
59544,c131-da557600-c131-4b67-a0ab-150968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
112901,2526-c05d7076-2526-4d20-b049-209084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
431909,c75d-07b33aa3-c75d-4a61-9629-930056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21462,2603-777b6a83-2603-4675-a621-860580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
181058,49b2-a08ad652-49b2-47b9-86bc-342163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
398785,0d07-164627dd-0d07-4083-a1e1-894624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
224533,9631-810006b8-9631-4cb9-b674-843491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
354832,5886-37aac810-5886-46d8-b750-530675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
410585,6da5-17c701e0-6da5-404d-8577-897026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
70835,31e7-d2aad465-31e7-4074-8bb1-887463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
111098,3898-b65203b9-3898-4d75-a226-428795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
353661,c502-37003d50-c502-4d54-9dd8-71934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
80774,7b13-d8463083-7b13-4a36-9bd7-781339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
157151,092a-a113c705-092a-4c2c-b7d7-111980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
312320,a727-50b41628-a727-4307-94cd-954499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
290450,9264-604526b7-9264-4756-8db2-251436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
38546,3dd6-7a7dc1e0-3dd6-479c-a02d-88577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
400559,2ba8-20487b34-2ba8-4845-9735-700940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
243216,bb8c-7d7a4cda-bb8c-4786-81ea-629516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
305236,7924-5a926bc8-7924-47d7-81c6-216576,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
423559,77c1-11086250-77c1-4c72-a877-818605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
425305,2377-120db024-2377-416d-9746-884907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
236366,7ac6-79b67764-7ac6-4606-9adb-839951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
324240,64b7-49720av0-64b7-4267-9b5d-788720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
237447,6acc-7a48a43d-6acc-4d56-95d8-800535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
55980,d683-7654264d-d683-4616-85a7-307715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
124144,b8cb-b8a8c965-b8cb-457b-97ad-558915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
423518,775c-11031779-775c-4a08-b736-569403,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
452039,cb77-05103b76-cb77-4c67-9c68-971508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
300079,avdd-57c8aaa2-avdd-4857-89c6-124881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
293457,db77-61769c53-db77-4367-8b05-793752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
226219,73b7-8161b1e4-73b7-4c68-824c-132524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
61103,7691-db340062-7691-434b-ac23-142458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
160607,1av4-a30a4007-1av4-4359-9362-15651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
319141,b670-469d5072-b670-4302-b8c3-9385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
273411,b20d-649c18b0-b20d-49c4-9dac-916513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
194795,991b-8c452ad2-991b-4886-a563-607934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
414254,b55b-19d7cb6a-b55b-438c-bb27-708844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
408225,c6a4-167834cb-c6a4-4192-b498-257312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
343367,5b50-463105c4-5b50-4829-9d5d-666453,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
414290,bc74-1973697d-bc74-41a6-9c68-253345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
404374,6986-227bbbb2-6986-4161-b20a-564270,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
2944,98ca-6da00915-98ca-4dc5-ab58-344653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
113329,aa65-c09857db-aa65-4bb9-a898-903880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
160616,7a12-a30bbav3-7a12-42d7-a497-71522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
377810,6516-2695c3d3-6516-b198-94d5-436660,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199382,32d4-87dc9909-32d4-4272-aa1e-757052,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
194543,dc97-8c20090c-dc97-4817-88av-596587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
119538,71cd-b6141547-71cd-4d01-89aa-140138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
113865,7467-c0720b9c-7467-41a1-aadd-225433,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
256128,a675-76d23564-a675-b1b6-8678-677948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
418998,b76d-07764c71-b76d-4156-b6d1-281002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10739,010a-1e7a436d-010a-4758-a986-396666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
381704,d821-23b2a487-d821-41e1-bb96-488650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
428727,033a-136a804d-033a-47b1-b4a6-449756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
445197,39c4-014379b6-39c4-4671-8309-999354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
126080,7c29-b9c3a0aa-7c29-4c3c-8da3-889742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
326748,7574-4ad84av2-7574-4505-9881-889961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
368663,36dc-2a601643-36dc-489a-b251-912393,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
421675,95c8-01e5a065-95c8-4679-99a6-491595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
150734,1a86-ab873791-1a86-4a47-a500-365297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
102918,b026-c8cb3c57-b026-b14b-a077-257508,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
183119,6743-93b2c73d-6743-b117-87a3-340559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
197303,c177-8db347b1-c177-436b-8db1-318204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
159873,343d-a29c095b-343d-4b15-a16b-827370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
411846,bb6a-18835b1e-bb6a-43d3-91aa-522580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
219453,b264-772796b3-b264-4574-9a78-812370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
401290,8336-20b55686-8336-4d48-a607-371718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
174126,5707-9ca7ba43-5707-4d04-9460-492032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
413526,6386-1972c177-6386-46d6-9cb9-82949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
131351,7b36-bcb8b7a1-7b36-4a49-b975-753922,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
97421,b625-c5b6ba4a-b625-407d-a52a-717579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
99902,025c-c718632d-025c-b186-b727-488226,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
153798,2132-ad40a55c-2132-48cd-8067-470716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
333617,d696-40cav425-d696-4a3a-93c1-881385,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
145207,ab17-a86359a7-ab17-47b7-bd67-506668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
299005,bd86-57248034-bd86-4863-a314-118225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
393839,22b9-1c1e1801-22b9-4328-8460-804898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
273907,5202-64717896-5202-411e-940b-559177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
413668,78a8-1985d677-78a8-4578-992a-906772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
328397,4dd6-4bc777b7-4dd6-46b5-b519-739505,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
171499,256b-9b2c9ba9-256b-4940-a337-215352,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
5682,942a-1e17cb86-942a-4293-b58c-793993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
112804,1ec5-c05038ba-1ec5-41c8-b4ca-538581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
342601,6383-45c30b68-6383-4d96-ac30-431496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
202571,9c76-90b5685b-9c76-4dd8-85b6-459858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
216631,c9av-8a876077-c9av-4368-8b43-295925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
26110,7cc6-618d7cc6-7cc6-4a12-b378-730668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
32036,c3a9-6471d31e-c3a9-435d-9773-387185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
361288,1372-343608b6-1372-4176-97av-811116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
120159,5484-b1eca0b6-5484-4cd7-884a-183440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
408450,17c7-169b678a-17c7-4018-9762-3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
172040,0b8d-9b793b95-0b8d-4009-b6a4-824445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
146245,17ca-a8606db5-17ca-4198-975a-256927,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
226005,b1e9-81d4ba79-b1e9-b1b6-b472-446103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28019,4237-62963730-4237-47ad-a754-817568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
429513,4ac7-146b0452-4ac7-462b-b716-4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
370458,dd84-2b62047d-dd84-410c-b807-670819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1041,27c9-av80c28c-27c9-4a05-a6ab-865451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
354146,a189-3749a1eb-a189-47cd-87cd-235015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
448618,0a98-032c7173-0a98-43b1-9ba9-451485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
337229,64b9-42c73b5a-64b9-456b-811a-748508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
365810,c59c-3av71a37-c59c-4a86-8760-239006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
299770,985a-579bdb30-985a-40ca-a6a6-288389,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
402808,752d-21983148-752d-4a98-a10b-691972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
276332,8ad5-1e394910-8ad5-4cb1-982b-527191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
221077,0962-760adb87-0962-4aa9-9293-265693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
94645,07c1-c427780c-07c1-4294-8008-625841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
372741,a9a6-2cb1avbb-a9a6-4045-8a11-425059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
145296,2829-a867757d-2829-4607-87av-155254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
373580,4741-2d2bc8aa-4741-41e7-9303-187627,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
38783,6267-7aa26973-6267-4941-b71e-683148,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
443416,1e67-00473169-1e67-4843-a460-997086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
110102,47cd-b7c11e7b-47cd-4828-bc95-104292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
254462,5b72-757bd6b2-5b72-4a78-b626-102706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
350456,6ac9-3c272c49-6ac9-45d1-9d28-201381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
248782,a83c-72b01670-a83c-4d17-9698-901325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
307235,1e36-4dc9b2cd-1e36-42ad-a9cb-780727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
396082,3827-1dbd1d61-3827-4cc7-8d3a-541393,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
113989,120c-c063979d-120c-4830-983d-586722,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
394287,6da9-1cab2469-6da9-4cad-a635-803648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35348,0024-78b41690-0024-4988-b581-246458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
135980,9461-b126a636-9461-4008-aav7-48632,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
206727,8823-8468860c-8823-4a2a-8647-606067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
57150,6771-71edd88b-6771-45cb-b611-561802,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
158379,3742-a1c0c674-3742-4090-b4c7-119451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
302800,d6d4-593c27d7-d6d4-41e9-a1b2-863311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
282154,1685-5b8c1b4a-1685-411e-a342-136928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
320047,1d68-47177a92-1d68-4089-a279-410026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
232010,8a7c-77430a99-8a7c-4277-bc3a-742402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
407018,ab9d-15c9dad9-ab9d-470a-9abd-366356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
164661,0d85-a554c536-0d85-4a0c-b926-285455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
289201,3d21-568c2832-3d21-4577-932b-865375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
357569,c8ca-32259794-c8ca-405b-a9dd-836636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
281567,7621-5b3b8499-7621-4a87-852c-639336,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
198139,1724-87265845-1724-4032-a159-583981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
385555,91a3-2578b484-91a3-4886-820b-176152,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
217143,731d-8ad8avda-731d-486b-bd2c-394347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
265286,3737-6d77c988-3737-478d-821e-124625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
231773,6561-771647c4-6561-4a16-8596-386421,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
230835,72a8-84842271-72a8-4736-a35c-944871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
434688,12cb-0943a93b-12cb-4cd4-9967-631241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
199311,0646-87d00d4a-0646-4b20-bd67-403577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
147033,99d7-a95d3a2a-99d7-47d7-b177-766546,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
239808,d300-7ba262c8-d300-426a-867a-312602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
397345,6d59-17711833-6d59-4839-b71d-301694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
235768,79d0-79561467-79d0-4d21-b3ab-103583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
364624,0c5d-36246d7a-0c5d-4249-a042-544451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
174977,d8b6-9d215d80-d8b6-4567-b77b-518368,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
238341,9c37-7aca7696-9c37-47ad-814b-966219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
315934,6568-52bd804c-6568-46a3-81e4-837822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
